SentimentValue,SerialNumber,Tweet,,,,
4,1184,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",,,,
4,1185,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise,,,,
4,1186,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,,,,
2,1187,"@USAirways Am I allowed to carry on a suit bag and carry on bag? My suit bag will hang like a jacket would. It is soft sided, 48""",,,,
2,1188,"@USAirways US 728. Refuel; we've sat for so long. Pilot announces where the truck is. ""Look, over there to the left!"" Actual announcement.",,,,
0,1189,@JetBlue I waited 3 hrs for my bags and my flight was only 2 hrs,,,,
4,1190,@SouthwestAir Awesome - thanks!,,,,
2,1191,"@AmericanAir Considering it was past midnight, I hung up and called again to receive another service call.",,,,
0,1192,"@USAirways any updates on Flt 1848, here at the gate and they have no expected time of departure",,,,
0,1193,@usairways 2+ hr wait &amp, really bad exp @PHLAirport. luggage won't arrive w/ me Do I really have 2go back LAS airport 2 pick up when arrives?,,,
2,1194,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3),,,,
2,1195,@JetBlue when are you guys flying it froward in the Bahamas.,,,,
4,1196,@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.,,,,
2,1197,@SouthwestAir honesty should always be the policy,,,,
2,1198,@JetBlue AIRPORT CODE TEST GO. SLC.  BOS MCO,,,,
